tag,preferred_cn,alternatives,category,post_count,confidence,source,notes
shaded_face,阴沉脸,,0,39089,0.93,byzod+ai,来自byzod高质量包+清洗
gold_trim,金色镶边,,0,38821,0.93,byzod+ai,来自byzod高质量包+清洗
side-tie_panties,侧边系带内裤,紐パン,0,38695,0.93,byzod+ai,来自byzod高质量包+清洗
interlocked_fingers,紧扣的双手,手と手|ラブ握り|手指交叉,0,38640,0.93,byzod+ai,来自byzod高质量包+清洗
twin_drills,双钻头发型,,0,38613,0.93,byzod+ai,来自byzod高质量包+清洗
casual,私服,私服,0,38559,0.93,byzod+ai,来自byzod高质量包+清洗
jingle_bell,铃铛,猫铃铛|响铃铛,0,38428,0.93,byzod+ai,来自byzod高质量包+清洗
hood_up,戴起来的兜帽,,0,38329,0.93,byzod+ai,来自byzod高质量包+清洗
side_slit,侧面有缝的服饰,开衩,0,38282,0.93,byzod+ai,来自byzod高质量包+清洗
letterboxed,宽银幕格式,,0,38047,0.93,byzod+ai,来自byzod高质量包+清洗
cover_page,封面,表紙,0,38003,0.93,byzod+ai,来自byzod高质量包+清洗
dragon_girl,龙娘,竜娘|ドラゴン娘|龍娘|龙娘|辰娘,0,37930,0.93,byzod+ai,来自byzod高质量包+清洗
third_eye,第三只眼,第三の目,0,37922,0.93,byzod+ai,来自byzod高质量包+清洗
demon_wings,恶魔翅膀,悪魔羽,0,37866,0.93,byzod+ai,来自byzod高质量包+清洗
clothes_writing,印着字的T恤,文字Tシャツ,0,37866,0.93,byzod+ai,来自byzod高质量包+清洗
corset,束腰,束腰,0,37863,0.93,byzod+ai,来自byzod高质量包+清洗
surprised,惊讶,驚く|驚き|驚いた|驚愕,0,37666,0.93,byzod+ai,来自byzod高质量包+清洗
yaoi,BL|腐|腐向,腐向け|黒バス【腐】|腐|腐向け【腐】|FE腐向け,0,37648,0.93,byzod+ai,来自byzod高质量包+清洗
logo,标志,,0,37583,0.93,byzod+ai,来自byzod高质量包+清洗
web_address,网址,,0,37479,0.93,byzod+ai,来自byzod高质量包+清洗
convenient_censoring,简单巧妙的打码,見えない構図,0,37369,0.93,byzod+ai,来自byzod高质量包+清洗
wolf_tail,狼尾巴,狼しっぽ|狼尻尾,0,37325,0.93,byzod+ai,来自byzod高质量包+清洗
eyeshadow,眼影,眼影,0,37279,0.93,byzod+ai,来自byzod高质量包+清洗
cowgirl_position,女上正骑,騎乗位|騎乘位|骑乘位|アナル騎乗位|騎上位,0,37271,0.93,byzod+ai,来自byzod高质量包+清洗
tearing_up,要哭的表情,涙目|泣き顔|哭泣之前,0,37216,0.93,byzod+ai,来自byzod高质量包+清洗
black_sailor_collar,黑色水手领,,0,37046,0.93,byzod+ai,来自byzod高质量包+清洗
baseball_cap,棒球帽,棒球帽|鸭舌帽,0,37035,0.93,byzod+ai,来自byzod高质量包+清洗
anger_vein,青筋,怒りマーク|青筋,0,37034,0.93,byzod+ai,来自byzod高质量包+清洗
open_coat,敞开式外套,,0,36994,0.93,byzod+ai,来自byzod高质量包+清洗
semi-rimless_eyewear,无上框眼镜,,0,36954,0.93,byzod+ai,来自byzod高质量包+清洗
yellow_bow,黄色的蝴蝶结,,0,36911,0.93,byzod+ai,来自byzod高质量包+清洗
mole_on_breast,乳房上有痣,乳ぼくろ,0,36870,0.93,byzod+ai,来自byzod高质量包+清洗
hand_on_own_face,手放在自己脸上,,0,36821,0.93,byzod+ai,来自byzod高质量包+清洗
hair_flaps,在摆动的头发,侧翘,0,36803,0.93,byzod+ai,来自byzod高质量包+清洗
buckle,扣,,0,36779,0.93,byzod+ai,来自byzod高质量包+清洗
cloak,斗篷,斗篷,0,36698,0.93,byzod+ai,来自byzod高质量包+清洗
blouse,罩衫,,0,36684,0.93,byzod+ai,来自byzod高质量包+清洗
scar_on_face,脸上的伤疤,,0,36678,0.93,byzod+ai,来自byzod高质量包+清洗
paizuri,乳交,馬乗りパイズリ|挟射|乳交|強制パイズリ,0,36635,0.93,byzod+ai,来自byzod高质量包+清洗
strap_slip,衣物吊带滑落,衣物吊带滑落(导致走光),0,36618,0.86,byzod+ai,Byzod长描述→缩短主显示
nature,大自然,自然,0,36612,0.93,byzod+ai,来自byzod高质量包+清洗
blue_shorts,蓝色短裤,,0,36552,0.93,byzod+ai,来自byzod高质量包+清洗
hakama,袴|腿衣,袴|袴裙|裤裙|巫女裙|神道裙,0,36528,0.93,byzod+ai,来自byzod高质量包+清洗
frilled_apron,花边围裙,,0,36494,0.93,byzod+ai,来自byzod高质量包+清洗
red_gloves,红色手套,,0,36352,0.93,byzod+ai,来自byzod高质量包+清洗
knee_up,顶起膝盖,坐立腿,0,36343,0.93,byzod+ai,来自byzod高质量包+清洗
low-tied_long_hair,低扎长发,,0,36083,0.93,byzod+ai,来自byzod高质量包+清洗
spiked_hair,刺刺的头发,,0,36063,0.93,byzod+ai,来自byzod高质量包+清洗
clothed_female_nude_male,穿着衣服的女性和,穿着衣服的女性和裸男,0,36060,0.86,byzod+ai,Byzod长描述→缩短主显示
cum_on_breasts,射在胸上,,0,35887,0.93,byzod+ai,来自byzod高质量包+清洗
armlet,臂环,臂环|臂带,0,35873,0.93,byzod+ai,来自byzod高质量包+清洗
single_earring,只一边戴着耳环,,0,35821,0.93,byzod+ai,来自byzod高质量包+清洗
pencil_skirt,短铅笔裙,,0,35701,0.93,byzod+ai,来自byzod高质量包+清洗
tsurime,吊眼角,ツリ目|つり目|釣り目|吊眼|上挑眼,0,35688,0.93,byzod+ai,来自byzod高质量包+清洗
frilled_bikini,花边比基尼,,0,35675,0.93,byzod+ai,来自byzod高质量包+清洗
arm_at_side,单手垂放,,0,35526,0.93,byzod+ai,来自byzod高质量包+清洗
high-waist_skirt,高腰裙,,0,35507,0.93,byzod+ai,来自byzod高质量包+清洗
rifle,步枪,步枪|小銃,0,35475,0.93,byzod+ai,来自byzod高质量包+清洗
two-tone_background,双色调背景,,0,35462,0.93,byzod+ai,来自byzod高质量包+清洗
peaked_cap,类似警帽的帽子,官帽|大檐帽|军警帽,0,35325,0.93,byzod+ai,来自byzod高质量包+清洗
faceless,没有脸部细节的,,0,35170,0.93,byzod+ai,来自byzod高质量包+清洗
black_bowtie,黑色领结,,0,35167,0.93,byzod+ai,来自byzod高质量包+清洗
single_glove,单手穿着手套,,0,35161,0.93,byzod+ai,来自byzod高质量包+清洗
striped_panties,条纹内裤,縞パン|縞ぱん|縞パンツ,0,35125,0.93,byzod+ai,来自byzod高质量包+清洗
claws,爪,鉤爪,0,35119,0.93,byzod+ai,来自byzod高质量包+清洗
^^^,惊讶的,,0,35047,0.93,byzod+ai,来自byzod高质量包+清洗
licking,舔,舌責め,0,34985,0.93,byzod+ai,来自byzod高质量包+清洗
heavy_breathing,喘粗气,,0,34914,0.93,byzod+ai,来自byzod高质量包+清洗
pink_skirt,粉色短裙,,0,34898,0.93,byzod+ai,来自byzod高质量包+清洗
brown_gloves,棕色手套,,0,34803,0.93,byzod+ai,来自byzod高质量包+清洗
christmas,圣诞节,圣诞节|圣诞|聖誕|聖誕節,0,34775,0.93,byzod+ai,来自byzod高质量包+清洗
brown_pantyhose,棕色裤袜,,0,34717,0.93,byzod+ai,来自byzod高质量包+清洗
musical_note,音符,音符|演奏記号,0,34679,0.93,byzod+ai,来自byzod高质量包+清洗
holding_book,捧着书,,0,34675,0.93,byzod+ai,来自byzod高质量包+清洗
...,...,,0,34539,0.68,ai_generated,高频tag，暂保持英文（待补充或社区共识）
round_eyewear,圆形眼镜,圆框眼镜|圆框墨镜|丸眼鏡|丸メガネ,0,34528,0.93,byzod+ai,来自byzod高质量包+清洗
:p,舌头放在下唇,,0,34473,0.93,byzod+ai,来自byzod高质量包+清洗
bara,大叔,大叔,0,34394,0.93,byzod+ai,来自byzod高质量包+清洗
after_sex,事后,事後|事后|歩き事後|ずらし事後,0,34380,0.93,byzod+ai,来自byzod高质量包+清洗
pink_shirt,粉色衬衫,,0,34359,0.93,byzod+ai,来自byzod高质量包+清洗
high_heel_boots,高跟靴,高跟靴,0,34355,0.93,byzod+ai,来自byzod高质量包+清洗
green_bow,绿色蝴蝶结,,0,34344,0.93,byzod+ai,来自byzod高质量包+清洗
spikes,尖刺|带钉的,,0,34330,0.93,byzod+ai,来自byzod高质量包+清洗
skin_tight,衣服很紧显露出身,,0,34208,0.93,byzod+ai,来自byzod高质量包+清洗
microphone,麦克风,麦克风|话筒,0,34177,0.93,byzod+ai,来自byzod高质量包+清洗
between_legs,(强调)两腿之间,,0,34132,0.93,byzod+ai,来自byzod高质量包+清洗
pink_ribbon,粉色丝带,,0,34125,0.93,byzod+ai,来自byzod高质量包+清洗
blue_flower,蓝色的花,青い花,0,34069,0.93,byzod+ai,来自byzod高质量包+清洗
genderswap,性转,性転換|ショタ化|東方ショタ化|性转|性転人格,0,34063,0.93,byzod+ai,来自byzod高质量包+清洗
drinking_glass,酒杯,玻璃杯,0,34010,0.93,byzod+ai,来自byzod高质量包+清洗
wading,涉水,涉水|蹚水|水遊び,0,33954,0.93,byzod+ai,来自byzod高质量包+清洗
lace,蕾丝,蕾丝,0,33932,0.93,byzod+ai,来自byzod高质量包+清洗
wide_hips,宽盆骨,巨尻|デカ尻,0,33837,0.93,byzod+ai,来自byzod高质量包+清洗
black_vest,黑色背心,,0,33767,0.93,byzod+ai,来自byzod高质量包+清洗
frilled_shirt_collar,花边衬衫领,,0,33750,0.93,byzod+ai,来自byzod高质量包+清洗
glowing_eyes,发光的双眼,眼光,0,33706,0.93,byzod+ai,来自byzod高质量包+清洗
hair_scrunchie,发圈|发束,发圈,0,33629,0.93,byzod+ai,来自byzod高质量包+清洗
motor_vehicle,机动载具,,0,33605,0.93,byzod+ai,来自byzod高质量包+清洗
arm_behind_back,单手背到身后,,0,33577,0.93,byzod+ai,来自byzod高质量包+清洗
clothed_sex,着衣性交,着衣セックス|着衣交尾|着衣アナルセックス,0,33561,0.93,byzod+ai,来自byzod高质量包+清洗
veins,静脉|血管凸起,脈|脉,0,33487,0.93,byzod+ai,来自byzod高质量包+清洗
asymmetrical_legwear,不对称的裤子,,0,33478,0.93,byzod+ai,来自byzod高质量包+清洗
eye_contact,眼神交流,見つめ合う|对视,0,33435,0.93,byzod+ai,来自byzod高质量包+清洗
hair_rings,飞仙髻,飞仙髻|飛仙髻|稚児髷|鬟,0,33361,0.93,byzod+ai,来自byzod高质量包+清洗
finger_to_mouth,手抵在嘴唇边,口に手,0,33314,0.93,byzod+ai,来自byzod高质量包+清洗
desk,书桌,机|书桌,0,33281,0.93,byzod+ai,来自byzod高质量包+清洗
close-up,特写镜头,特写,0,33236,0.93,byzod+ai,来自byzod高质量包+清洗
hand_fan,手持扇子,,0,33180,0.93,byzod+ai,来自byzod高质量包+清洗
child,小孩,幼女|子供|幼児|女児|少年,0,33148,0.93,byzod+ai,来自byzod高质量包+清洗
tentacles,触手,触手,0,33081,0.93,byzod+ai,来自byzod高质量包+清洗
fake_tail,仿造的尾巴,,0,33029,0.93,byzod+ai,来自byzod高质量包+清洗
plate,盘子,皿|碟,0,32617,0.93,byzod+ai,来自byzod高质量包+清洗
beads,珠子,,0,32589,0.93,byzod+ai,来自byzod高质量包+清洗
colored_sclera,有色巩膜（眼白）,,0,32530,0.93,byzod+ai,来自byzod高质量包+清洗
one_eye_covered,一只眼被遮住,,0,32527,0.93,byzod+ai,来自byzod高质量包+清洗
mary_janes,玛丽珍鞋,玛丽珍鞋,0,32485,0.93,byzod+ai,来自byzod高质量包+清洗
zipper,拉链,,0,32373,0.93,byzod+ai,来自byzod高质量包+清洗
carrying,抱起,,0,32275,0.93,byzod+ai,来自byzod高质量包+清洗
white_bra,白色胸罩,白ブラ,0,32264,0.93,byzod+ai,来自byzod高质量包+清洗
bikini_top_only,仅比基尼上衣,裸ビキニトップ,0,32264,0.93,byzod+ai,来自byzod高质量包+清洗
lens_flare,镜头光晕,,0,32244,0.93,byzod+ai,来自byzod高质量包+清洗
ribbed_sweater,棱纹毛衣,リブ生地|縦セーター|縦セタ,0,32210,0.93,byzod+ai,来自byzod高质量包+清洗
legs_up,双腿抬起,,0,32140,0.93,byzod+ai,来自byzod高质量包+清洗
purple_bow,紫色蝴蝶结,,0,32054,0.93,byzod+ai,来自byzod高质量包+清洗
red_bikini,红色比基尼,赤ビキニ,0,32010,0.93,byzod+ai,来自byzod高质量包+清洗
handjob,用手做,手コキ|手交|乳首舐め手コキ|手袋コキ|手コキッス,0,31938,0.93,byzod+ai,来自byzod高质量包+清洗
seiza,正坐,正座|跪坐,0,31924,0.93,byzod+ai,来自byzod高质量包+清洗
track_jacket,运动夹克,运动服,0,31868,0.93,byzod+ai,来自byzod高质量包+清洗
brown_background,棕色背景,,0,31817,0.93,byzod+ai,来自byzod高质量包+清洗
white_hairband,白色发带,,0,31795,0.93,byzod+ai,来自byzod高质量包+清洗
yellow_shirt,黄色衬衫,黄シャツ,0,31774,0.93,byzod+ai,来自byzod高质量包+清洗
masturbation,自慰,自慰|女オナニー|公開オナニー,0,31696,0.93,byzod+ai,来自byzod高质量包+清洗
condom,避孕套,避孕套,0,31695,0.93,byzod+ai,来自byzod高质量包+清洗
long_fingernails,长指甲,,0,31645,0.93,byzod+ai,来自byzod高质量包+清洗
puffy_nipples,勃起的乳头,,0,31569,0.93,byzod+ai,来自byzod高质量包+清洗
swim_ring,游泳圈,救生圈,0,31500,0.97,ai_generated,[Manual] 标准
one-hour_drawing_challenge,一小时绘画挑战,Threads版深夜の真剣お絵描き60分一本勝負|深夜の真剣お絵描き60分一本勝負|ロボトミー版深夜の真剣お絵描き60分一本勝負|アークナイツ版深夜の真剣お絵かき60分一本勝負|アズレン版深夜の真剣お絵かき60分一本勝負,0,31408,0.93,byzod+ai,来自byzod高质量包+清洗
purple_background,紫色背景,,0,31240,0.93,byzod+ai,来自byzod高质量包+清洗
outline,角色形象有描边,,0,31195,0.93,byzod+ai,来自byzod高质量包+清洗
cropped_torso,只画了一部分躯干,,0,31112,0.93,byzod+ai,来自byzod高质量包+清洗
floating,浮动的|在漂浮的,,0,31105,0.93,byzod+ai,来自byzod高质量包+清洗
partially_submerged,部分淹没,,0,31104,0.93,byzod+ai,来自byzod高质量包+清洗
arm_behind_head,单手托在脑后,,0,31100,0.93,byzod+ai,来自byzod高质量包+清洗
science_fiction,近未来|sf|科幻,近未来|科幻,0,31098,0.93,byzod+ai,来自byzod高质量包+清洗
furrowed_brow,下眉毛,眉間に皺を寄せる,0,31071,0.93,byzod+ai,来自byzod高质量包+清洗
black-framed_eyewear,黑框眼镜,黒縁眼鏡|黑框眼镜,0,31054,0.93,byzod+ai,来自byzod高质量包+清洗
no_headwear,去掉了,去掉了(原设有的)头饰|帽子なし|帽子無し,0,31042,0.86,byzod+ai,Byzod长描述→缩短主显示
reflection,反射|倒映,反射|映り込み|鏡越し|倒影,0,31017,0.93,byzod+ai,来自byzod高质量包+清洗
:<,:<,への字口,0,30993,0.68,ai_generated,高频tag，暂保持英文（待补充或社区共识）
gift,礼物,贈り物|贈答品|進物|礼物,0,30959,0.93,byzod+ai,来自byzod高质量包+清洗
ball,球,球,0,30925,0.93,byzod+ai,来自byzod高质量包+清洗
sports_bra,运动内衣,,0,30921,0.93,byzod+ai,来自byzod高质量包+清洗
tareme,无辜的眼神|眼神柔弱,タレ目|たれ目|垂れ目|垂眼|下垂眼,0,30859,0.93,byzod+ai,来自byzod高质量包+清洗
full_moon,满月,満月|满月,0,30813,0.93,byzod+ai,来自byzod高质量包+清洗
green_dress,绿色连衣裙,,0,30758,0.93,byzod+ai,来自byzod高质量包+清洗
angry,发怒,怒り,0,30680,0.93,byzod+ai,来自byzod高质量包+清洗
white_coat,白色外套,,0,30604,0.93,byzod+ai,来自byzod高质量包+清洗
dress_lift,掀起裙子,,0,30566,0.93,byzod+ai,来自byzod高质量包+清洗
@_@,@_@,ぐるぐる目,0,30540,0.68,ai_generated,高频tag，暂保持英文（待补充或社区共识）
thong,丁字裤,,0,30502,0.93,byzod+ai,来自byzod高质量包+清洗
pouch,(贴身的)小袋,小包|小盒,0,30496,0.93,byzod+ai,来自byzod高质量包+清洗
toned,健壮的,,0,30448,0.93,byzod+ai,来自byzod高质量包+清洗
denim_shorts,牛仔短裤,牛仔短裤,0,30367,0.93,byzod+ai,来自byzod高质量包+清洗
handgun,手枪,拳銃,0,30365,0.93,byzod+ai,来自byzod高质量包+清洗
hand_in_own_hair,手放头发上,髪に手,0,30353,0.93,byzod+ai,来自byzod高质量包+清洗
alcohol,酒,酒|お酒,0,30325,0.93,byzod+ai,来自byzod高质量包+清洗
half_updo,女神式发型|公主辫,お嬢様結び,0,30313,0.93,byzod+ai,来自byzod高质量包+清洗
snow,雪|雪原,雪|雪原|雪地,0,30248,0.93,byzod+ai,来自byzod高质量包+清洗
tray,托盘,お盆|托盘,0,30222,0.93,byzod+ai,来自byzod高质量包+清洗
raised_eyebrows,扬起的双眉,,0,30208,0.93,byzod+ai,来自byzod高质量包+清洗
vertical-striped_clothes,竖条纹衣服,竖纹,0,30169,0.97,ai_generated,[Manual] 清晰
sleeves_rolled_up,卷起的袖子,腕まくり,0,30117,0.93,byzod+ai,来自byzod高质量包+清洗
purple_skirt,紫色裙子,,0,30030,0.93,byzod+ai,来自byzod高质量包+清洗
freckles,雀斑,雀斑,0,29987,0.93,byzod+ai,来自byzod高质量包+清洗
white_wings,白色翅膀,,0,29984,0.93,byzod+ai,来自byzod高质量包+清洗
age_difference,年龄差,年の差|年齢差|大人×子供|歳の差|お姉さん×男の娘,0,29934,0.93,byzod+ai,来自byzod高质量包+清洗
black_sleeves,黑色袖子,,0,29874,0.93,byzod+ai,来自byzod高质量包+清洗
red_hat,红帽子,,0,29858,0.97,ai_generated,[Manual] 
white_shorts,白色短裤,,0,29828,0.93,byzod+ai,来自byzod高质量包+清洗
mature_female,熟女,熟女|人妻|母性的女体|年増|お姉さん,0,29697,0.93,byzod+ai,来自byzod高质量包+清洗
angel_wings,天使的翅膀,天使,0,29491,0.93,byzod+ai,来自byzod高质量包+清洗
pendant,吊坠,,0,29439,0.93,byzod+ai,来自byzod高质量包+清洗
wolf_girl,狼女孩,狼娘,0,29412,0.93,byzod+ai,来自byzod高质量包+清洗
pocket,口袋,口袋,0,29374,0.93,byzod+ai,来自byzod高质量包+清洗
grey_jacket,灰色夹克,,0,29372,0.93,byzod+ai,来自byzod高质量包+清洗
sweater_vest,毛衣背心,,0,29366,0.93,byzod+ai,来自byzod高质量包+清洗
green_background,绿色背景,,0,29352,0.93,byzod+ai,来自byzod高质量包+清洗
backlighting,逆光,逆光|背光,0,29347,0.93,byzod+ai,来自byzod高质量包+清洗
clenched_hands,紧握的双手,握り拳|拳,0,29294,0.93,byzod+ai,来自byzod高质量包+清洗
smoke,烟,煙,0,29269,0.93,byzod+ai,来自byzod高质量包+清洗
fingering,指交,手マン|指マン|乳首舐め手マン,0,29215,0.93,byzod+ai,来自byzod高质量包+清洗
santa_hat,圣诞帽,サンタ帽,0,29167,0.93,byzod+ai,来自byzod高质量包+清洗
tanlines,晒痕,日焼け跡,0,29076,0.93,byzod+ai,来自byzod高质量包+清洗
white_skin,白色皮肤,,0,29068,0.93,byzod+ai,来自byzod高质量包+清洗
green_jacket,绿色夹克,緑ブレザー,0,29031,0.93,byzod+ai,来自byzod高质量包+清洗
tokin_hat,头襟|兜巾,頭襟,0,29013,0.93,byzod+ai,来自byzod高质量包+清洗
blue_one-piece_swimsuit,蓝色连体泳装,,0,28980,0.93,byzod+ai,来自byzod高质量包+清洗
competition_swimsuit,赛用泳衣,競泳水着,0,28955,0.93,byzod+ai,来自byzod高质量包+清洗
blue_bowtie,蓝色领带,,0,28949,0.93,byzod+ai,来自byzod高质量包+清洗
rabbit_girl,兔娘,兎娘|兔娘|ウサギ娘|うさぎ娘,0,28829,0.93,byzod+ai,来自byzod高质量包+清洗
cumdrip,溢出的精液,溢出的精液(已拔出)|溢れ精液,0,28802,0.86,byzod+ai,Byzod长描述→缩短主显示
knees_together_feet_apart,双膝并拢双脚分开,,0,28788,0.93,byzod+ai,来自byzod高质量包+清洗
blue_hat,蓝帽子,,0,28733,0.97,ai_generated,[Manual] 
furry_female,毛茸茸女性|福瑞娘,獣人|獣娘,0,28715,0.93,byzod+ai,来自byzod高质量包+清洗
starry_sky,星空,星空,0,28715,0.93,byzod+ai,来自byzod高质量包+清洗
upskirt,从人的下方往上瞥,逆さ撮り,0,28689,0.93,byzod+ai,来自byzod高质量包+清洗
blue_footwear,蓝色鞋类,,0,28666,0.93,byzod+ai,来自byzod高质量包+清洗
blue_halo,蓝光环,蓝色光圈|蓝晕,0,28619,0.97,ai_generated,[Manual] 效果
cross-laced_footwear,交叉系带鞋,,0,28604,0.93,byzod+ai,来自byzod高质量包+清洗
thighband_pantyhose,有腿环的裤袜,,0,28584,0.93,byzod+ai,来自byzod高质量包+清洗
pink_halo,粉光环,粉色光圈,0,28579,0.97,ai_generated,[Manual] 效果
turtleneck_sweater,高领毛衣,高领毛衣,0,28573,0.93,byzod+ai,来自byzod高质量包+清洗
:q,舌头放在上唇,ペコ舌,0,28471,0.93,byzod+ai,来自byzod高质量包+清洗
asymmetrical_bangs,不对称的刘海,,0,28367,0.93,byzod+ai,来自byzod高质量包+清洗
futanari,扶她,双成り|ふたなり化|女ふたなり,0,28354,0.93,byzod+ai,来自byzod高质量包+清洗
black_horns,黑色的角,,0,28315,0.93,byzod+ai,来自byzod高质量包+清洗
cuffs,手链/手铐,手枷|手錠,0,28279,0.93,byzod+ai,来自byzod高质量包+清洗
long_skirt,长裙,,0,28259,0.93,byzod+ai,来自byzod高质量包+清洗
white_leotard,白色连身衣,,0,28140,0.93,byzod+ai,来自byzod高质量包+清洗
hakama_skirt,袴裙,行灯袴|女袴,0,28125,0.93,byzod+ai,来自byzod高质量包+清洗
legs_apart,两腿分开,腿分开|叉开腿,0,28035,0.93,byzod+ai,来自byzod高质量包+清洗
yellow_ribbon,黄丝带,,0,27980,0.93,byzod+ai,来自byzod高质量包+清洗
out_of_frame,画里只有一部分,,0,27918,0.93,byzod+ai,来自byzod高质量包+清洗
contrapposto,对立式平衡,单腿重心,0,27837,0.93,byzod+ai,来自byzod高质量包+清洗
missionary,传教士体位,正常位|传教士位|传教士体位,0,27829,0.93,byzod+ai,来自byzod高质量包+清洗
brown_jacket,棕色夹克,,0,27825,0.93,byzod+ai,来自byzod高质量包+清洗
panties_under_pantyhose,穿在裤袜里的内裤,タイツ越しのパンツ|ストッキング越しのパンツ|パンスト越しのパンツ,0,27805,0.93,byzod+ai,来自byzod高质量包+清洗
faceless_male,无脸男,,0,27769,0.93,byzod+ai,来自byzod高质量包+清洗
gym_uniform,运动服,体操服|体操着|襟付きジップアップ体操服|体育着,0,27614,0.93,byzod+ai,来自byzod高质量包+清洗
brown_skirt,棕色短裙,,0,27610,0.93,byzod+ai,来自byzod高质量包+清洗
torn_pantyhose,破损的裤袜,,0,27396,0.93,byzod+ai,来自byzod高质量包+清洗
hand_on_another's_head,手放在对方的头上,,0,27392,0.93,byzod+ai,来自byzod高质量包+清洗
ribbon-trimmed_sleeves,缎带饰边袖子,,0,27387,0.93,byzod+ai,来自byzod高质量包+清洗
legs_together,双腿并拢,,0,27319,0.93,byzod+ai,来自byzod高质量包+清洗
crying_with_eyes_open,睁着眼落泪,,0,27309,0.93,byzod+ai,来自byzod高质量包+清洗
black_serafuku,黑色水手服,黒セーラー,0,27265,0.93,byzod+ai,来自byzod高质量包+清洗
shirt_tucked_in,衬衫外有其他衣服,,0,27251,0.93,byzod+ai,来自byzod高质量包+清洗
animal_hands,动物手/爪,肉球,0,27233,0.93,byzod+ai,来自byzod高质量包+清洗
cake,蛋糕,蛋糕,0,27209,0.93,byzod+ai,来自byzod高质量包+清洗
white_kimono,白色和服,,0,27206,0.93,byzod+ai,来自byzod高质量包+清洗
mecha,机甲,,0,27189,0.93,byzod+ai,来自byzod高质量包+清洗
star_hair_ornament,星形发饰,,0,27174,0.93,byzod+ai,来自byzod高质量包+清洗
white_pants,白色裤子,,0,27046,0.93,byzod+ai,来自byzod高质量包+清洗
single_horn,单侧长着角,,0,27039,0.93,byzod+ai,来自byzod高质量包+清洗
!,!,,0,27032,0.68,ai_generated,高频tag，暂保持英文（待补充或社区共识）
fins,鱼鳍,,0,26967,0.93,byzod+ai,来自byzod高质量包+清洗
multicolored_eyes,有多种颜色的眼睛,,0,26965,0.93,byzod+ai,来自byzod高质量包+清洗
dragon_tail,龙尾,,0,26958,0.93,byzod+ai,来自byzod高质量包+清洗
red-framed_eyewear,红框眼镜,赤眼鏡|赤縁メガネ,0,26924,0.93,byzod+ai,来自byzod高质量包+清洗
androgynous,可男可女,中性的|無性別,0,26758,0.93,byzod+ai,来自byzod高质量包+清洗
buruma,女式灯笼裤,,0,26738,0.93,byzod+ai,来自byzod高质量包+清洗
innertube,泳圈,浮き輪|浮輪|游泳圈,0,26713,0.93,byzod+ai,来自byzod高质量包+清洗
short_ponytail,短马尾,,0,26669,0.93,byzod+ai,来自byzod高质量包+清洗
forest,森林/树,森林|森,0,26587,0.93,byzod+ai,来自byzod高质量包+清洗
spread_pussy,掰开阴部|掰穴|掰开的阴部,,0,26576,0.93,byzod+ai,来自byzod高质量包+清洗
walking,走路,,0,26561,0.93,byzod+ai,来自byzod高质量包+清洗
dual_persona,双重人格,,0,26492,0.93,byzod+ai,来自byzod高质量包+清洗
dog_girl,犬娘,犬娘|いぬ娘|犬系女子,0,26484,0.93,byzod+ai,来自byzod高质量包+清洗
braided_ponytail,麻花辫马尾,,0,26447,0.93,byzod+ai,来自byzod高质量包+清洗
sun_hat,太阳帽,遮阳帽,0,26438,0.93,byzod+ai,来自byzod高质量包+清洗
doggystyle,后入式,後背位,0,26412,0.93,byzod+ai,来自byzod高质量包+清洗
dog_tail,狗尾巴,,0,26395,0.93,byzod+ai,来自byzod高质量包+清洗
spot_color,在黑白的画中特意,单色基调,0,26388,0.93,byzod+ai,来自byzod高质量包+清洗
ass_focus,屁股为焦点,尻アングル,0,26313,0.93,byzod+ai,来自byzod高质量包+清洗
goggles_on_head,头上别着护目镜,,0,26254,0.93,byzod+ai,来自byzod高质量包+清洗
cleft_of_venus,蜜缝,割れ目|阴裂|一线天,0,26185,0.93,byzod+ai,来自byzod高质量包+清洗
blurry_foreground,前景模糊,虚化前景,0,26055,0.93,byzod+ai,来自byzod高质量包+清洗
school_bag,书包,学生鞄|制服リュック,0,25994,0.93,byzod+ai,来自byzod高质量包+清洗
purple_flower,紫色的花,,0,25967,0.93,byzod+ai,来自byzod高质量包+清洗
cum_in_mouth,口内射精,口内射精|精飲|飲精|咥内射精,0,25956,0.93,byzod+ai,来自byzod高质量包+清洗
garter_belt,吊带袜的腰带,吊带袜的腰带,0,25927,0.93,byzod+ai,来自byzod高质量包+清洗
unworn_headwear,未戴的头饰,脱下的帽子|没戴的帽子|脱下的帽子,0,25905,0.97,ai_generated,[Manual] 状态
headset,头戴式耳机,,0,25839,0.93,byzod+ai,来自byzod高质量包+清洗
halloween,万圣节,万圣夜|万圣节,0,25819,0.93,byzod+ai,来自byzod高质量包+清洗
kemonomimi_mode,兽耳模式,,0,25813,0.93,byzod+ai,来自byzod高质量包+清洗
fish,鱼,魚|鱼|魚姦|海生物姦,0,25791,0.93,byzod+ai,来自byzod高质量包+清洗
high_collar,高领,,0,25782,0.93,byzod+ai,来自byzod高质量包+清洗
toenail_polish,指甲油,,0,25775,0.93,byzod+ai,来自byzod高质量包+清洗
hoop_earrings,环状耳环,,0,25759,0.93,byzod+ai,来自byzod高质量包+清洗
threesome,3P,,0,25744,0.93,byzod+ai,来自byzod高质量包+清洗
light_blue_hair,浅蓝色头发,,0,25707,0.93,byzod+ai,来自byzod高质量包+清洗
